6.98492e-11 0.236184
0.236184 0.805778
0.805778 0.924946
0.924946 0.379166
0.379166 0.829369
0.829369 0.888475
0.888475 0.891545
0.891545 0.548115
0.548115 0.734248
0.734248 0.514551
0.514551 0.59092
0.59092 0.797367
0.797367 0.235612
0.235612 0.597524
0.597524 0.117653
0.117653 0.14301
0.14301 0.829588
0.829588 0.130399
0.130399 0.00664138
0.00664138 0.98729
0.98729 0.639781
0.639781 0.159846
0.159846 0.144773
0.144773 0.814228
0.814228 0.429051
0.429051 0.533095
0.533095 0.199213
0.199213 0.101059
0.101059 0.916956
0.916956 0.11845
0.11845 0.702916
0.702916 0.273615
0.273615 0.168488
0.168488 0.452569
0.452569 0.187984
0.187984 0.783779
0.783779 0.0697177
0.0697177 0.0176253
0.0176253 0.00750869
0.00750869 0.637133
0.637133 0.15598
0.15598 0.601476
0.601476 0.736507
0.736507 0.948928
0.948928 0.308226
0.308226 0.443961
0.443961 0.292592
0.292592 0.356497
0.356497 0.0831624
0.0831624 0.122465
0.122465 0.166988
0.166988 0.366244
0.366244 0.692802
0.692802 0.379857
0.379857 0.406527
0.406527 0.963318
0.963318 0.899058
0.899058 0.347943
0.347943 0.237242
0.237242 0.0621199
0.0621199 0.339002
0.339002 0.869544
0.869544 0.470194
0.470194 0.625742
0.625742 0.0464034
0.0464034 0.872341
0.872341 0.0801432
0.0801432 0.532491
0.532491 0.185197
0.185197 0.997595
0.997595 0.597701
0.597701 0.517592
0.517592 0.260475
0.260475 0.93688
0.93688 0.205582
0.205582 0.768226
0.768226 0.322652
0.322652 0.179944
0.179944 0.679584
0.679584 5.22332e-06
5.22332e-06 0.930419
0.930419 0.126835
0.126835 0.564915
0.564915 0.0930197
0.0930197 0.888104
0.888104 0.7674
0.7674 0.228508
0.228508 0.61558
0.61558 0.0230811
0.0230811 0.381302
0.381302 0.67792
0.67792 0.813782
0.813782 0.518837
0.518837 0.961662
0.961662 0.287476
0.287476 0.895012
0.895012 0.569331
0.569331 0.315465
0.315465 0.822248
0.822248 0.683528
0.683528 0.370265
0.370265 0.043839
0.043839 0.400526
0.400526 0.976233
0.976233 0.712894
0.712894 0.855358
0.855358 0.285376
0.285376 0.17677
0.17677 0.696004
0.696004 0.915459
0.915459 0.645937
0.645937 0.0360578
0.0360578 0.321676
0.321676 0.185134
0.185134 0.679061
0.679061 0.577407
0.577407 0.990458
0.990458 0.95199
0.95199 0.731933
0.731933 0.534319
0.534319 0.161593
0.161593 0.00682842
0.00682842 0.316293
0.316293 0.879116
0.879116 0.69389
0.69389 0.168852
0.168852 0.154884
0.154884 0.27051
0.27051 0.632902
0.632902 0.112627
0.112627 0.650749
0.650749 0.498243
0.498243 0.460004
0.460004 0.699936
0.699936 0.420011
0.420011 0.252926
0.252926 0.0690233
0.0690233 0.269629
0.269629 0.778744
0.778744 0.799193
0.799193 0.986021
0.986021 0.588616
0.588616 0.324586
0.324586 0.380305
0.380305 0.597874
0.597874 0.417113
0.417113 0.00368645
0.00368645 0.43232
0.43232 0.40526
0.40526 0.891269
0.891269 0.303641
0.303641 0.935965
0.935965 0.565693
0.565693 0.176305
0.176305 0.463028
0.463028 0.484318
0.484318 0.242213
0.242213 0.0932852
0.0932852 0.838165
0.838165 0.894449
0.894449 0.52337
0.52337 0.672642
0.672642 0.817722
0.817722 0.441114
0.441114 0.930123
0.930123 0.837589
