0 0 1 0
1 0.01 0.99995 -0.00996656
2 0.02 0.999801 -0.0198658
3 0.03 0.999553 -0.029697
4 0.04 0.999207 -0.0394597
5 0.05 0.998764 -0.049153
6 0.06 0.998224 -0.0587766
7 0.07 0.997589 -0.0683296
8 0.08 0.996858 -0.0778115
9 0.09 0.996033 -0.0872218
10 0.1 0.995114 -0.0965598
11 0.11 0.994102 -0.105825
12 0.12 0.992998 -0.115017
13 0.13 0.991802 -0.124135
14 0.14 0.990515 -0.133178
15 0.15 0.989138 -0.142147
16 0.16 0.987672 -0.151039
17 0.17 0.986118 -0.159856
18 0.18 0.984476 -0.168597
19 0.19 0.982746 -0.17726
20 0.2 0.980931 -0.185846
21 0.21 0.97903 -0.194354
22 0.22 0.977044 -0.202783
23 0.23 0.974974 -0.211134
24 0.24 0.972821 -0.219406
25 0.25 0.970586 -0.227597
26 0.26 0.96827 -0.235709
27 0.27 0.965872 -0.24374
28 0.28 0.963395 -0.25169
29 0.29 0.960839 -0.259559
30 0.3 0.958204 -0.267346
31 0.31 0.955492 -0.275051
32 0.32 0.952704 -0.282674
33 0.33 0.949839 -0.290213
34 0.34 0.9469 -0.29767
35 0.35 0.943886 -0.305044
36 0.36 0.940799 -0.312333
37 0.37 0.937639 -0.319539
38 0.38 0.934408 -0.326661
39 0.39 0.931107 -0.333697
40 0.4 0.927735 -0.340649
41 0.41 0.924294 -0.347516
42 0.42 0.920785 -0.354298
43 0.43 0.917208 -0.360993
44 0.44 0.913565 -0.367603
45 0.45 0.909856 -0.374127
46 0.46 0.906083 -0.380565
47 0.47 0.902245 -0.386916
48 0.48 0.898345 -0.39318
49 0.49 0.894382 -0.399358
50 0.5 0.890358 -0.405448
51 0.51 0.886273 -0.411451
52 0.52 0.882129 -0.417367
53 0.53 0.877926 -0.423195
54 0.54 0.873666 -0.428936
55 0.55 0.869348 -0.434589
56 0.56 0.864974 -0.440154
57 0.57 0.860545 -0.445631
58 0.58 0.856062 -0.45102
59 0.59 0.851525 -0.456321
60 0.6 0.846936 -0.461533
61 0.61 0.842295 -0.466657
62 0.62 0.837603 -0.471693
63 0.63 0.832861 -0.476641
64 0.64 0.82807 -0.481499
65 0.65 0.823231 -0.48627
66 0.66 0.818345 -0.490952
67 0.67 0.813413 -0.495545
68 0.68 0.808435 -0.50005
69 0.69 0.803412 -0.504466
70 0.7 0.798346 -0.508793
71 0.71 0.793236 -0.513033
72 0.72 0.788085 -0.517183
73 0.73 0.782893 -0.521245
74 0.74 0.777661 -0.525219
75 0.75 0.772389 -0.529105
76 0.76 0.767079 -0.532902
77 0.77 0.761731 -0.536611
78 0.78 0.756347 -0.540232
79 0.79 0.750927 -0.543765
80 0.8 0.745472 -0.54721
81 0.81 0.739983 -0.550567
82 0.82 0.734461 -0.553837
83 0.83 0.728907 -0.557019
84 0.84 0.723321 -0.560113
85 0.85 0.717705 -0.56312
86 0.86 0.712059 -0.56604
87 0.87 0.706384 -0.568874
88 0.88 0.700681 -0.57162
89 0.89 0.694952 -0.57428
90 0.9 0.689196 -0.576853
91 0.91 0.683415 -0.57934
92 0.92 0.67761 -0.581741
93 0.93 0.671781 -0.584056
94 0.94 0.665929 -0.586285
95 0.95 0.660055 -0.588429
96 0.96 0.654161 -0.590488
97 0.97 0.648246 -0.592462
98 0.98 0.642312 -0.594351
99 0.99 0.636359 -0.596156
100 1 0.630389 -0.597877
101 1.01 0.624402 -0.599513
102 1.02 0.618399 -0.601066
103 1.03 0.612381 -0.602536
104 1.04 0.606348 -0.603922
105 1.05 0.600303 -0.605226
106 1.06 0.594244 -0.606447
107 1.07 0.588174 -0.607586
108 1.08 0.582093 -0.608643
109 1.09 0.576001 -0.609619
110 1.1 0.569901 -0.610513
111 1.11 0.563791 -0.611327
112 1.12 0.557674 -0.61206
113 1.13 0.55155 -0.612713
114 1.14 0.54542 -0.613286
115 1.15 0.539285 -0.613779
116 1.16 0.533145 -0.614194
117 1.17 0.527001 -0.614529
118 1.18 0.520855 -0.614787
119 1.19 0.514706 -0.614966
120 1.2 0.508556 -0.615068
121 1.21 0.502405 -0.615092
122 1.22 0.496254 -0.61504
123 1.23 0.490104 -0.614912
124 1.24 0.483956 -0.614707
125 1.25 0.47781 -0.614427
126 1.26 0.471668 -0.614072
127 1.27 0.465529 -0.613642
128 1.28 0.459395 -0.613138
129 1.29 0.453267 -0.612561
130 1.3 0.447144 -0.611909
131 1.31 0.441029 -0.611186
132 1.32 0.434921 -0.610389
133 1.33 0.428821 -0.609521
134 1.34 0.42273 -0.608581
135 1.35 0.41665 -0.60757
136 1.36 0.410579 -0.606489
137 1.37 0.40452 -0.605337
138 1.38 0.398473 -0.604116
139 1.39 0.392438 -0.602826
140 1.4 0.386417 -0.601468
141 1.41 0.380409 -0.600041
142 1.42 0.374416 -0.598547
143 1.43 0.368438 -0.596986
144 1.44 0.362476 -0.595358
145 1.45 0.356531 -0.593664
146 1.46 0.350603 -0.591905
147 1.47 0.344693 -0.59008
148 1.48 0.338802 -0.588191
149 1.49 0.33293 -0.586239
150 1.5 0.327077 -0.584223
